Cage,Strain,AnimalName,Parameter,Width,Length,Sex
R07666,NOG,48142,Left,6.915923655,8.644904569,F
R07666,NOG,48142,Right,9.188035699,11.48504462,F
R07666,NOG,48143,Left,0,0,F
R07666,NOG,48143,Right,7.046985171,8.808731464,F
R07666,NOG,48144,Left,0,0,F
R07666,NOG,48144,Right,0,0,F
R07667,NOG,48145,Right,6.095900262,7.619875327,F
R07667,NOG,48145,Left,6.421059103,8.026323878,F
R07667,NOG,48146,Right,7.241546796,9.051933495,F
R07667,NOG,48146,Left,7.322567856,9.15320982,F
R07667,NOG,48147,Left,0,0,F
R07667,NOG,48147,Right,0,0,F
R07667,NOG,48148,Right,6.557438524,8.196798155,F
R07667,NOG,48148,Left,6.729041537,8.411301921,F
R07667,NOG,48149,Left,6.195159401,7.743949251,F
R07667,NOG,48149,Right,9.027735043,11.2846688,F
R07673,NOG,48150,Left,5.216320542,6.520400678,F
R07673,NOG,48150,Right,8.340263785,10.42532973,F
R07673,NOG,48151,Right,6.531462317,8.164327896,F
R07673,NOG,48151,Left,7.580897045,9.476121306,M
R07673,NOG,48152,Right,6.590144156,8.237680195,M
R07673,NOG,48152,Left,7.638062582,9.547578227,M
R07673,NOG,48153,Left,7.526619427,9.408274284,M
R07673,NOG,48153,Right,11.36177803,14.20222254,M
R07673,NOG,48154,Left,6.644546636,8.305683295,M
R07673,NOG,48154,Right,7.783957862,9.729947328,M
R07674,NOG,48155,Right,5.728874235,7.161092794,F
R07674,NOG,48155,Left,5.798275606,7.247844507,F
R07674,NOG,48156,Right,9.076342876,11.34542859,M
R07674,NOG,48156,Left,9.330594836,11.66324355,M
R07674,NOG,48157,Right,5.713142743,7.141428429,F
R07674,NOG,48157,Left,6.853466276,8.566832845,F
R07674,NOG,48158,Right,6.929646456,8.66205807,F
R07674,NOG,48158,Left,7.926537706,9.908172132,F
R07674,NOG,48159,Left,6.66708332,8.33385415,F
R07674,NOG,48159,Right,7.121095421,8.901369277,M
R07815,NOG,48201,Right,6.646051459,8.307564324,M
R07815,NOG,48201,Left,8.812491135,11.01561392,M
R07815,NOG,48202,Left,0,0,M
R07815,NOG,48202,Right,0,0,M
R07815,NOG,48203,Left,6.69701426,8.371267825,M
R07815,NOG,48203,Right,7.474623736,9.34327967,F
R07815,NOG,48204,Right,0,0,F
R07815,NOG,48204,Left,9.183136719,11.4789209,F
R07815,NOG,48205,Right,5.14003891,6.425048638,F
R07815,NOG,48205,Left,8.974965181,11.21870648,F
R07817,NOG,48209,Left,0,0,F
R07817,NOG,48209,Right,0,0,F
R07817,NOG,48210,Left,0,0,F
R07817,NOG,48210,Right,4.161730409,5.202163012,F
R07817,NOG,48211,Right,0,0,F
R07817,NOG,48211,Left,5.827520914,7.284401142,F
R07819,NOG,48206,Left,0,0,F
R07819,NOG,48206,Right,0,0,F
R07819,NOG,48207,Left,0,0,F
R07819,NOG,48207,Right,0,0,F
R07819,NOG,48208,Left,0,0,F
R07819,NOG,48208,Right,0,0,F
R07827,NOG,48260,Right,4.202380278,5.252975347,F
R07827,NOG,48260,Left,5.95986577,7.449832213,F
R07827,NOG,48261,Left,5.726255321,7.157819151,F
R07827,NOG,48261,Right,5.886425061,7.358031326,F
R07827,NOG,48262,Right,0,0,F
R07827,NOG,48262,Left,5.117616633,6.397020791,F
R07827,NOG,48263,Right,3.924283374,4.905354218,F
R07827,NOG,48263,Left,5.596427432,6.99553429,F
R07827,NOG,48264,Left,4.269660408,5.33707551,F
R07827,NOG,48264,Right,5.590169944,6.98771243,M
R07828,Athymic Nude,48212,Right,0,0,M
R07828,Athymic Nude,48212,Left,4.721228654,5.901535817,M
R07828,Athymic Nude,48213,Left,0,0,M
R07828,Athymic Nude,48213,Right,0,0,M
R07828,Athymic Nude,48214,Right,0,0,M
R07828,Athymic Nude,48214,Left,8.10678728,10.1334841,M
R08130,NOG,48825,Right,8.50411665,10.63014581,M
R08130,NOG,48825,Left,11.50608535,14.38260668,M
R08130,NOG,48826,Right,0,0,M
R08130,NOG,48826,Left,9.820896089,12.27612011,M
R08130,NOG,48827,Left,0,0,M
R08130,NOG,48827,Right,0,0,M
R08130,NOG,48828,Right,0,0,M
R08130,NOG,48828,Left,11.00454452,13.75568064,M
R08130,NOG,48829,Right,10.87152243,13.58940304,M
R08130,NOG,48829,Left,12.19631092,15.24538865,M
R08131,NOG,48830,Right,0,0,M
R08131,NOG,48830,Left,10.05932403,12.57415504,M
R08131,NOG,48831,Right,0,0,M
R08131,NOG,48831,Left,11.58965056,14.48706319,M
R08131,NOG,48832,Left,0,0,M
R08131,NOG,48832,Right,0,0,M
R08131,NOG,48833,Right,0,0,M
R08131,NOG,48833,Left,8.748714191,10.93589274,M
R08131,NOG,48834,Right,10.61885116,13.27356395,M
R08131,NOG,48834,Left,13.09847319,16.37309149,M
R08132,NOG,48835,Left,0,0,M
R08132,NOG,48835,Right,8.889881889,11.11235236,M
R08132,NOG,48836,Right,6.965629907,8.707037384,M
R08132,NOG,48836,Left,8.807950954,11.00993869,M
R08132,NOG,48837,Right,6.587108622,8.233885778,F
R08132,NOG,48837,Left,10.52093152,13.1511644,F
R08132,NOG,48838,Left,0,0,F
R08132,NOG,48838,Right,0,0,F
R08132,NOG,48839,Left,8.057915363,10.0723942,F
R08132,NOG,48839,Right,10.09851474,12.62314343,F
R08133,NOG,48840,Left,0,0,F
R08133,NOG,48840,Right,6.802205525,8.502756906,F
R08133,NOG,48841,Right,0,0,F
R08133,NOG,48841,Left,12.69212354,15.86515443,F
R08133,NOG,48842,Left,0,0,F
R08133,NOG,48842,Right,0,0,F
R08133,NOG,48843,Left,7.780102827,9.725128534,F
R08133,NOG,48843,Right,8.858893836,11.0736173,F
R08133,NOG,48844,Right,7.304108433,9.130135541,F
R08133,NOG,48844,Left,10.35181144,12.93976429,F
R08144,NOG,48860,Right,0,0,F
R08144,NOG,48860,Left,7.611832894,9.514791117,F
R08144,NOG,48861,Right,8.033056703,10.04132088,F
R08144,NOG,48861,Left,14.90067113,18.62583891,F
R08144,NOG,48862,Right,9.150956234,11.43869529,F
R08144,NOG,48862,Left,18.19917581,22.74896976,F
R08144,NOG,48863,Right,12.57815567,15.72269458,F
R08144,NOG,48863,Left,18.15984581,22.69980727,F
R08144,NOG,48864,Right,6.747592163,8.434490204,F
R08144,NOG,48864,Left,14.47618734,18.09523418,F
R08145,NOG,48865,Right,10.6855042,13.35688025,F
R08145,NOG,48865,Left,16.43045952,20.5380744,F
R08145,NOG,48866,Left,12.05570404,15.06963006,F
R08145,NOG,48866,Right,15.03030272,18.78787841,F
R08145,NOG,48867,Left,14.76719337,18.45899171,F
R08145,NOG,48867,Right,15.2446712,19.055839,F
R08145,NOG,48868,Right,11.30751962,14.13439953,F
R08145,NOG,48868,Left,12.10206594,15.12758242,F
R08145,NOG,48869,Right,5.986651819,7.483314774,F
R08145,NOG,48869,Left,14.93887546,18.67359432,F
R08147,NOG,48875,Right,5.592852582,6.991065727,F
R08147,NOG,48875,Left,8.270429251,10.33803656,F
R08147,NOG,48876,Right,5.463515352,6.82939419,F
R08147,NOG,48876,Left,7.104224096,8.880280119,F
R08147,NOG,48877,Left,7.548509787,9.435637233,F
R08147,NOG,48877,Right,7.629547824,9.53693478,F
R08147,NOG,48878,Right,6.03158354,7.539479425,F
R08147,NOG,48878,Left,7.200694411,9.000868014,F
R08147,NOG,48879,Right,6.86658576,8.5832322,F
R08147,NOG,48879,Left,7.278049189,9.097561486,F
R08148,NOG,48880,Left,6.712674579,8.390843223,F
R08148,NOG,48880,Right,8.4,10.5,F
R08148,NOG,48881,Left,7.760798928,9.70099866,F
R08148,NOG,48881,Right,8.453401682,10.5667521,F
R08148,NOG,48882,Right,6.17170965,7.714637062,F
R08148,NOG,48882,Left,8.837986196,11.04748274,F
R08148,NOG,48883,Left,6.924593851,8.655742314,F
R08148,NOG,48883,Right,7.088018059,8.860022573,F
R08148,NOG,48884,Right,0,0,F
R08148,NOG,48884,Left,6.476881966,8.096102457,M
R08203,Athymic Nude,49690,Left,23.48765633,29.35957042,M
R08203,Athymic Nude,49690,Right,36.46025233,45.57531541,M
R08203,Athymic Nude,49691,Left,16.30919986,20.38649982,M
R08203,Athymic Nude,49691,Right,40.80661711,51.00827139,M
R08203,Athymic Nude,49692,Right,21.0049994,26.25624926,M
R08203,Athymic Nude,49692,Left,30.02881949,37.53602436,M
R08203,Athymic Nude,49693,Left,14.25482374,17.81852968,F
R08203,Athymic Nude,49693,Right,38.17630155,47.72037694,F
R08203,Athymic Nude,49694,Left,25.23390576,31.5423822,M
R08203,Athymic Nude,49694,Right,44.34095173,55.42618966,M
R08204,Athymic Nude,49695,Left,28.04050641,35.05063302,F
R08204,Athymic Nude,49695,Right,44.05541964,55.06927455,F
R08204,Athymic Nude,49696,Left,15.04759117,18.80948896,F
R08204,Athymic Nude,49696,Right,30.05494968,37.56868709,F
R08204,Athymic Nude,49697,Left,9.05704146,11.32130182,F
R08204,Athymic Nude,49697,Right,46.79871793,58.49839741,M
R08204,Athymic Nude,49698,Left,14.34956445,17.93695557,M
R08204,Athymic Nude,49698,Right,55.04307404,68.80384255,M
R08204,Athymic Nude,49699,Left,19.09423997,23.86779996,M
R08204,Athymic Nude,49699,Right,39.33471749,49.16839686,M
R08322,NOG,49635,Right,5.411099703,6.763874629,M
R08322,NOG,49635,Left,7.09788701,8.872358762,F
R08322,NOG,49636,Left,6.880406965,8.600508706,F
R08322,NOG,49636,Right,7.355270219,9.194087774,F
R08322,NOG,49637,Left,5.927056605,7.408820756,F
R08322,NOG,49637,Right,6.721606951,8.402008688,F
R08322,NOG,49638,Left,5.2,6.5,F
R08322,NOG,49638,Right,5.477225575,6.846531969,F
R08322,NOG,49639,Right,3.484250278,4.355312848,F
R08322,NOG,49639,Left,5.280151513,6.600189391,F
R08323,NOG,49640,Right,6.35767253,7.947090663,F
R08323,NOG,49640,Left,6.606814664,8.25851833,F
R08323,NOG,49641,Left,0,0,F
R08323,NOG,49641,Right,0,0,F
R08323,NOG,49642,Left,5.81119609,7.263995113,F
R08323,NOG,49642,Right,6.135959583,7.669949478,F
R08323,NOG,49643,Left,6.441273166,8.051591458,F
R08323,NOG,49643,Right,7.479973262,9.349966577,F
R08323,NOG,49644,Right,4.141255848,5.17656981,F
R08323,NOG,49644,Left,6.231372241,7.789215301,F
R08324,NOG,49645,Right,11.48128913,14.35161141,F
R08324,NOG,49645,Left,27.16394669,33.95493337,F
R08324,NOG,49647,Right,7.933473388,9.916841735,F
R08324,NOG,49647,Left,12.81366458,16.01708073,F
R08324,NOG,49648,Left,14.7817455,18.47718187,F
R08324,NOG,49648,Right,17.76147516,22.20184395,F
R08325,NOG,49650,Right,10.13706072,12.6713259,F
R08325,NOG,49650,Left,25.37183478,31.71479347,M
R08325,NOG,49651,Right,13.40932511,16.76165639,M
R08325,NOG,49651,Left,17.79072792,22.2384099,M
R08325,NOG,49652,Right,8.436231386,10.54528923,M
R08325,NOG,49652,Left,12.47557614,15.59447017,M
R08325,NOG,49654,Left,23.44397577,29.30496972,M
R08325,NOG,49654,Right,24.34255533,30.42819416,M
R08327,NOG,47935,Right,7.28560224,9.1070028,M
R08327,NOG,47935,Left,12.74754878,15.93443598,M
R08327,NOG,47936,Right,9.481561053,11.85195132,M
R08327,NOG,47936,Left,10.91695928,13.6461991,M
R08327,NOG,47937,Right,10.95810203,13.69762753,M
R08327,NOG,47937,Left,18.71416576,23.3927072,M
R08327,NOG,47938,Right,9.933780751,12.41722594,M
R08327,NOG,47938,Left,10.49285471,13.11606839,M
R08327,NOG,47939,Left,9.178779875,11.47347484,M
R08327,NOG,47939,Right,9.838699101,12.29837388,M
R08328,NOG,47940,Right,8.889319434,11.11164929,M
R08328,NOG,47940,Left,15.75975888,19.6996986,M
R08328,NOG,47941,Left,7.287660804,9.109576006,M
R08328,NOG,47941,Right,7.562407024,9.45300878,M
R08328,NOG,47942,Left,6.582552696,8.22819087,M
R08328,NOG,47942,Right,11.02859919,13.78574898,M
R08328,NOG,47943,Right,22.20270254,27.75337817,M
R08328,NOG,47943,Left,23.89079321,29.86349151,M
R08328,NOG,47944,Left,9.005553842,11.2569423,M
R08328,NOG,47944,Right,9.732933782,12.16616723,M
R08329,NOG,49745,Left,0,0,M
R08329,NOG,49745,Right,0,0,M
R08329,NOG,49746,Left,0,0,M
R08329,NOG,49746,Right,5.849786321,7.312232901,M
R08329,NOG,49747,Right,0,0,F
R08329,NOG,49747,Left,6.067124525,7.583905656,F
R08329,NOG,49748,Left,0,0,F
R08329,NOG,49748,Right,0,0,F
R08329,NOG,49749,Left,0,0,F
R08329,NOG,49749,Right,0,0,F
R08330,NOG,49750,Left,0,0,F
R08330,NOG,49750,Right,0,0,F
R08330,NOG,49751,Left,0,0,F
R08330,NOG,49751,Right,0,0,F
R08330,NOG,49752,Left,0,0,F
R08330,NOG,49752,Right,7.198610977,8.998263721,F
R08330,NOG,49753,Left,0,0,F
R08330,NOG,49753,Right,0,0,F
R08330,NOG,49754,Left,0,0,F
R08330,NOG,49754,Right,0,0,F
R08339,NOG,49755,Left,7.348469228,9.185586535,F
R08339,NOG,49755,Right,8.807950954,11.00993869,F
R08339,NOG,49756,Left,0,0,F
R08339,NOG,49756,Right,0,0,F
R08339,NOG,49757,Left,0,0,F
R08339,NOG,49757,Right,7.055494313,8.819367891,F
R08339,NOG,49758,Right,0,0,F
R08339,NOG,49758,Left,8.48763807,10.60954759,F
R08340,NOG,49760,Right,6.049793385,7.562241731,F
R08340,NOG,49760,Left,6.802940541,8.503675676,F
R08340,NOG,49762,Right,7.662897624,9.57862203,F
R08340,NOG,49762,Left,10.06578363,12.58222953,F
R08340,NOG,49763,Right,7.358668358,9.198335447,F
R08340,NOG,49763,Left,8.23407554,10.29259443,F
R08340,NOG,49764,Left,0,0,F
R08340,NOG,49764,Right,8.432081594,10.54010199,F
R08355,Athymic Nude,49765,Left,0,0,F
R08355,Athymic Nude,49765,Right,0,0,F
R08355,Athymic Nude,49766,Left,0,0,F
R08355,Athymic Nude,49766,Right,0,0,F
R08355,Athymic Nude,49767,Left,0,0,F
R08355,Athymic Nude,49767,Right,0,0,F
R08355,Athymic Nude,49768,Left,0,0,F
R08355,Athymic Nude,49768,Right,0,0,F
R08355,Athymic Nude,49769,Left,0,0,F
R08355,Athymic Nude,49769,Right,0,0,F
R08356,Athymic Nude,49770,Left,0,0,F
R08356,Athymic Nude,49770,Right,0,0,F
R08356,Athymic Nude,49771,Left,5.768015257,7.210019071,F
R08356,Athymic Nude,49771,Right,11.10630452,13.88288064,F
R08356,Athymic Nude,49772,Left,0,0,F
R08356,Athymic Nude,49772,Right,6.356099433,7.945124291,F
R08357,NOG,49775,Left,0,0,F
R08357,NOG,49775,Right,0,0,F
R08357,NOG,49776,Left,0,0,F
R08357,NOG,49776,Right,0,0,F
R08357,NOG,49777,Left,0,0,F
R08357,NOG,49777,Right,0,0,F
R08357,NOG,49778,Right,0,0,F
R08357,NOG,49778,Left,7.743384273,9.679230341,M
R08357,NOG,49779,Left,0,0,M
R08357,NOG,49779,Right,0,0,M
R08415,Athymic Nude,49841,Left,10.06280279,12.57850349,M
R08415,Athymic Nude,49841,Right,22.90829544,28.6353693,M
R08415,Athymic Nude,49842,Left,10.17496929,12.71871161,M
R08415,Athymic Nude,49842,Right,15.44506394,19.30632992,M
R08415,Athymic Nude,49843,Left,10.79073677,13.48842096,F
R08415,Athymic Nude,49843,Right,11.31591799,14.14489749,F
R08415,Athymic Nude,49844,Right,9.340235543,11.67529443,M
R08415,Athymic Nude,49844,Left,11.77412417,14.71765521,M
R08416,Athymic Nude,49835,Right,10.3406963,12.92587038,F
R08416,Athymic Nude,49835,Left,13.65430335,17.06787919,F
R08416,Athymic Nude,49836,Right,15.50902963,19.38628703,F
R08416,Athymic Nude,49836,Left,20.37792924,25.47241155,F
R08416,Athymic Nude,49837,Left,17.55192297,21.93990371,F
R08416,Athymic Nude,49837,Right,18.59220267,23.24025333,M
R08416,Athymic Nude,49838,Left,16.05054516,20.06318145,M
R08416,Athymic Nude,49838,Right,22.75170323,28.43962904,M
R08416,Athymic Nude,49839,Left,10.59150603,13.23938254,M
R08416,Athymic Nude,49839,Right,17.33378205,21.66722756,M
R08417,Athymic Nude,49845,Right,7.286974681,9.108718351,M
R08417,Athymic Nude,49845,Left,12.33166655,15.41458319,F
R08417,Athymic Nude,49846,Right,9.114823092,11.39352887,F
R08417,Athymic Nude,49846,Left,12.03079382,15.03849228,F
R08417,Athymic Nude,49847,Left,10.83605094,13.54506368,F
R08417,Athymic Nude,49847,Right,12.42416999,15.53021249,F
R08417,Athymic Nude,49848,Left,8.874683093,11.09335387,F
R08417,Athymic Nude,49848,Right,16.25515303,20.31894129,F
R08417,Athymic Nude,49849,Left,7.679843748,9.599804686,F
R08417,Athymic Nude,49849,Right,11.27519401,14.09399251,F
R08418,Athymic Nude,49850,Left,9.754998719,12.1937484,F
R08418,Athymic Nude,49850,Right,11.74819135,14.68523919,F
R08418,Athymic Nude,49851,Right,12.95106173,16.18882717,F
R08418,Athymic Nude,49851,Left,15.44668249,19.30835311,F
R08418,Athymic Nude,49852,Left,10.28882889,12.86103612,F
R08418,Athymic Nude,49852,Right,15.98905876,19.98632345,F
R08418,Athymic Nude,49853,Left,7.601315676,9.501644594,F
R08418,Athymic Nude,49853,Right,12.52956504,15.6619563,F
R08418,Athymic Nude,49854,Right,10.84758038,13.55947547,F
R08418,Athymic Nude,49854,Left,14.09184161,17.61480201,F
R08419,Athymic Nude,49855,Left,9.599479153,11.99934894,F
R08419,Athymic Nude,49855,Right,10.83005078,13.53756348,F
R08419,Athymic Nude,49856,Left,12.48078523,15.60098154,F
R08419,Athymic Nude,49856,Right,12.75264678,15.94080848,F
R08419,Athymic Nude,49857,Left,14.71835589,18.39794486,F
R08419,Athymic Nude,49857,Right,16.85556288,21.0694536,F
R08419,Athymic Nude,49858,Left,10.06926015,12.58657519,F
R08419,Athymic Nude,49858,Right,12.97574661,16.21968326,M
R08419,Athymic Nude,49859,Left,12.21392648,15.2674081,M
R08419,Athymic Nude,49859,Right,13.02689526,16.28361907,M
R08423,Athymic Nude,49860,Left,6.185466838,7.731833547,M
R08423,Athymic Nude,49860,Right,7.652450588,9.565563235,M
R08423,Athymic Nude,49861,Right,19.54379697,24.42974621,M
R08423,Athymic Nude,49861,Left,22.86569483,28.58211854,M
R08423,Athymic Nude,49862,Left,15.93549497,19.91936871,M
R08423,Athymic Nude,49862,Right,17.7817322,22.22716525,M
R08423,Athymic Nude,49863,Left,6.926037828,8.657547285,M
R08423,Athymic Nude,49863,Right,22.74730753,28.43413442,M
R08423,Athymic Nude,49864,Left,13.16510539,16.45638174,M
R08423,Athymic Nude,49864,Right,22.73279569,28.41599462,M
R08427,Athymic Nude,49865,Left,8.852118391,11.06514799,M
R08427,Athymic Nude,49865,Right,10.79120012,13.48900015,M
R08427,Athymic Nude,49866,Left,11.76605286,14.70756608,M
R08427,Athymic Nude,49866,Right,15.6313787,19.53922337,M
R08427,Athymic Nude,49867,Left,8.765272386,10.95659048,M
R08427,Athymic Nude,49867,Right,15.0903943,18.86299287,M
R08427,Athymic Nude,49868,Left,5.624944444,7.031180555,M
R08427,Athymic Nude,49868,Right,11.62841348,14.53551685,M
R08427,Athymic Nude,49869,Right,5.012983144,6.26622893,M
R08427,Athymic Nude,49869,Left,8.837420438,11.04677555,M
R08781,Athymic Nude,51995,Right,0,0,M
R08781,Athymic Nude,51995,Left,5.949789912,7.43723739,M
R08781,Athymic Nude,51996,Right,0,0,M
R08781,Athymic Nude,51996,Left,6.597726881,8.247158602,M
R08781,Athymic Nude,51997,Right,0,0,M
R08781,Athymic Nude,51997,Left,8.797726979,10.99715872,M
R08781,Athymic Nude,51998,Right,0,0,M
R08781,Athymic Nude,51998,Left,7.015696687,8.769620858,M
R08781,Athymic Nude,51999,Left,0,0,F
R08781,Athymic Nude,51999,Right,0,0,F
R08783,Athymic Nude,51460,Left,0,0,F
R08783,Athymic Nude,51460,Right,0,0,F
R08783,Athymic Nude,51461,Left,7.66093989,9.576174863,F
R08783,Athymic Nude,51461,Right,7.895568377,9.869460472,F
R08783,Athymic Nude,51462,Right,8.685044617,10.85630577,F
R08783,Athymic Nude,51462,Left,8.943153806,11.17894226,F
R08783,Athymic Nude,51463,Right,6.722350779,8.402938474,F
R08783,Athymic Nude,51463,Left,10.52520784,13.1565098,F
R08783,Athymic Nude,51464,Right,9.005553842,11.2569423,F
R08783,Athymic Nude,51464,Left,10.44748774,13.05935967,F
R08784,Athymic Nude,51465,Right,7.331439149,9.164298937,F
R08784,Athymic Nude,51465,Left,8.474668135,10.59333517,F
R08784,Athymic Nude,51466,Right,0,0,F
R08784,Athymic Nude,51466,Left,7.818567644,9.773209555,F
R08784,Athymic Nude,51467,Right,0,0,F
R08784,Athymic Nude,51467,Left,10.07472084,12.59340105,F
R08784,Athymic Nude,51468,Right,6.374166612,7.967708265,F
R08784,Athymic Nude,51468,Left,6.874590897,8.593238621,F
R08784,Athymic Nude,51469,Right,7.118988692,8.898735865,F
R08784,Athymic Nude,51469,Left,9.691749068,12.11468634,F
R08793,NOG,51495,Right,6.044005295,7.555006618,F
R08793,NOG,51495,Left,10.97041476,13.71301845,F
R08793,NOG,51496,Left,9.167333309,11.45916664,F
R08793,NOG,51496,Right,9.332202312,11.66525289,F
R08793,NOG,51497,Right,6.048966854,7.561208567,F
R08793,NOG,51497,Left,7.192357055,8.990446318,F
R08793,NOG,51498,Left,6.510760324,8.138450405,F
R08793,NOG,51498,Right,7.788452991,9.735566239,F
R08793,NOG,51499,Right,8.9509776,11.188722,F
R08793,NOG,51499,Left,11.46647287,14.33309108,F
R08800,NOG,52535,Left,0,0,F
R08800,NOG,52535,Right,0,0,F
R08800,NOG,52536,Right,0,0,F
R08800,NOG,52536,Left,7.653103945,9.566379932,F
R08800,NOG,52537,Left,6.340346994,7.925433742,F
R08800,NOG,52537,Right,7.224956747,9.031195934,F
R08800,NOG,52538,Left,0,0,F
R08800,NOG,52538,Right,6.321392252,7.901740315,F
R08800,NOG,52539,Right,5.33947563,6.674344537,F
R08800,NOG,52539,Left,6.899275324,8.624094155,F
R08805,NOG,52540,Left,12.03037822,15.03797277,F
R08805,NOG,52540,Right,12.53195914,15.66494893,F
R08805,NOG,52541,Left,8.441563836,10.5519548,F
R08805,NOG,52541,Right,8.513518662,10.64189833,F
R08805,NOG,52542,Right,7.477967638,9.347459548,F
R08805,NOG,52542,Left,8.373768566,10.46721071,F
R08805,NOG,52543,Left,7.535914012,9.419892515,F
R08805,NOG,52543,Right,9.876740353,12.34592544,F
R08805,NOG,52544,Left,7.397296804,9.246621004,F
R08805,NOG,52544,Right,8.209141246,10.26142656,F
R08817,NOG,52560,Left,9.113725912,11.39215739,F
R08817,NOG,52560,Right,11.13822248,13.9227781,F
R08817,NOG,52561,Left,9.903029839,12.3787873,F
R08817,NOG,52561,Right,11.58835623,14.48544528,M
R08817,NOG,52562,Left,12.44829306,15.56036632,M
R08817,NOG,52562,Right,12.82146637,16.02683297,M
R08817,NOG,52563,Left,8.873556221,11.09194528,M
R08817,NOG,52563,Right,9.798469268,12.24808659,M
R08817,NOG,52564,Right,11.27031499,14.08789374,M
R08817,NOG,52564,Left,13.85063175,17.31328969,M
R08830,NOG,52575,Right,9.972462083,12.4655776,F
R08830,NOG,52575,Left,11.32695899,14.15869874,F
R08830,NOG,52576,Left,8.444524853,10.55565607,M
R08830,NOG,52576,Right,9.232009532,11.54001192,M
R08830,NOG,52577,Right,7.601973428,9.502466785,F
R08830,NOG,52577,Left,9.185858697,11.48232337,F
R08830,NOG,52578,Left,7.915806971,9.894758714,F
R08830,NOG,52578,Right,8.789766777,10.98720847,F
R08830,NOG,52579,Right,8.134494453,10.16811807,F
R08830,NOG,52579,Left,8.886506625,11.10813328,M
R08831,NOG,52580,Left,6.529165337,8.161456671,M
R08831,NOG,52580,Right,10.38845513,12.98556891,M
R08831,NOG,52581,Right,10.27326628,12.84158285,M
R08831,NOG,52581,Left,11.48390178,14.35487722,M
R08831,NOG,52582,Left,7.792303896,9.740379869,M
R08831,NOG,52582,Right,9.250945898,11.56368237,F
R08831,NOG,52583,Right,4.613025038,5.766281297,F
R08831,NOG,52583,Left,7.643951858,9.554939822,F
R08831,NOG,52584,Left,6.85273668,8.56592085,F
R08831,NOG,52584,Right,7.308214556,9.135268195,F
R08832,NOG,52585,Left,9.17986928,11.4748366,F
R08832,NOG,52585,Right,10.62355873,13.27944841,F
R08832,NOG,52586,Right,6.506150936,8.13268867,F
R08832,NOG,52586,Left,7.317786551,9.147233188,F
R08832,NOG,52587,Right,6.555913361,8.194891702,F
R08832,NOG,52587,Left,7.047694659,8.809618323,F
R08832,NOG,52588,Right,7.916438593,9.895548242,F
R08832,NOG,52588,Left,9.505787711,11.88223464,F
R08832,NOG,52589,Left,7.09718254,8.871478174,F
R08832,NOG,52589,Right,9.187491497,11.48436437,F
R08839,Athymic Nude,52680,Left,0,0,F
R08839,Athymic Nude,52680,Right,0,0,F
R08839,Athymic Nude,52681,Right,9.781615409,12.22701926,F
R08839,Athymic Nude,52681,Left,11.09098733,13.86373417,F
R08839,Athymic Nude,52682,Right,7.357988856,9.19748607,F
R08839,Athymic Nude,52682,Left,9.306449377,11.63306172,F
R08839,Athymic Nude,52683,Left,5.159457336,6.44932167,F
R08839,Athymic Nude,52683,Right,6.979254975,8.724068718,F
R08839,Athymic Nude,52684,Right,9.147130698,11.43391337,F
R08839,Athymic Nude,52684,Left,9.267146271,11.58393284,F
R08840,Athymic Nude,52685,Right,5.802585631,7.253232038,F
R08840,Athymic Nude,52685,Left,10.44365836,13.05457295,M
R08840,Athymic Nude,52686,Right,7.579577825,9.474472281,M
R08840,Athymic Nude,52686,Left,8.264986388,10.33123299,M
R08840,Athymic Nude,52687,Left,8.117265549,10.14658194,M
R08840,Athymic Nude,52687,Right,8.215838363,10.26979795,M
R08840,Athymic Nude,52688,Right,7.842831121,9.803538902,M
R08840,Athymic Nude,52688,Left,8.580792504,10.72599063,M
R08840,Athymic Nude,52689,Right,6.700746227,8.375932784,M
R08840,Athymic Nude,52689,Left,7.853661566,9.817076958,M
R08841,Athymic Nude,52690,Left,0,0,M
R08841,Athymic Nude,52690,Right,0,0,M
R08841,Athymic Nude,52691,Left,7.253275122,9.066593903,M
R08841,Athymic Nude,52691,Right,8.00874522,10.01093153,M
R08841,Athymic Nude,52692,Right,0,0,M
R08841,Athymic Nude,52692,Left,7.789094941,9.736368676,M
R08841,Athymic Nude,52693,Left,6.967065379,8.708831724,M
R08841,Athymic Nude,52693,Right,7.298630008,9.123287511,M
R08841,Athymic Nude,52694,Left,0,0,M
R08841,Athymic Nude,52694,Right,0,0,M
R08842,Athymic Nude,52590,Right,9.242294088,11.55286761,M
R08842,Athymic Nude,52590,Left,9.963433143,12.45429143,M
R08842,Athymic Nude,52591,Right,9.173875953,11.46734494,M
R08842,Athymic Nude,52591,Left,13.1859774,16.48247175,M
R08842,Athymic Nude,52592,Left,10.33005324,12.91256655,M
R08842,Athymic Nude,52592,Right,10.53328059,13.16660074,M
R08842,Athymic Nude,52593,Left,0,0,M
R08842,Athymic Nude,52593,Right,10.75918213,13.44897766,M
R08842,Athymic Nude,52594,Right,0,0,M
R08842,Athymic Nude,52594,Left,12.33409908,15.41762384,M
R08843,Athymic Nude,52595,Left,8.832893071,11.04111634,M
R08843,Athymic Nude,52595,Right,9.762171889,12.20271486,M
R08843,Athymic Nude,52596,Right,6.935416354,8.669270442,F
R08843,Athymic Nude,52596,Left,8.538149682,10.6726871,F
R08843,Athymic Nude,52597,Left,7.839642849,9.799553561,F
R08843,Athymic Nude,52597,Right,8.942594702,11.17824338,F
